 Name, City, IATA, Latitude, Longitude
Kärdla Airport,Kardla,KDL,58.99079895,22.83069992
Kuressaare Airport,Kuressaare,URE,58.22990036,22.5095005
Pärnu Airport,Parnu,EPU,58.41899872,24.4727993
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,TLL,59.41329956,24.83279991
Tartu Airport,Tartu,TAY,58.30749893,26.69039917
Enontekio Airport,Enontekio,ENF,68.36260223,23.42429924
Eura Airport,Eura,\N,61.11610031,22.20140076
Halli Airport,Halli,KEV,61.856039,24.786686
Helsinki Malmi Airport,Helsinki,HEM,60.25460052,25.0428009
Helsinki Vantaa Airport,Helsinki,HEL,60.31719971,24.9633007
Hameenkyro Airport,Hameenkyro,\N,61.68970108,23.07369995
Hanko Airport,Hanko,\N,59.84889984,23.08359909
Hyvinkää Airfield,Hyvinkaa,HYV,60.65439987,24.8810997
Kiikala Airport,Kikala,\N,60.46250153,23.65250015
Immola Airport,Immola,\N,61.24919891,28.90369987
Kitee Airport,Kitee,KTQ,62.1661,30.073601
Ivalo Airport,Ivalo,IVL,68.6072998,27.40530014
Joensuu Airport,Joensuu,JOE,62.66289902,29.60750008
Jyvaskyla Airport,Jyvaskyla,JYV,62.3995018,25.67830086
Kauhava Airport,Kauhava,KAU,63.127102,23.051399
Kemi-Tornio Airport,Kemi,KEM,65.77870178,24.58209991
Kajaani Airport,Kajaani,KAJ,64.28549957,27.69239998
Kauhajoki Airport,Kauhajoki,KHJ,62.46250153,22.39310074
Kokkola-Pietarsaari Airport,Kruunupyy,KOK,63.72119904,23.14310074
Kemijarvi Airport,Kemijarvi,\N,66.712898,27.156799
Kuusamo Airport,Kuusamo,KAO,65.98760223,29.23940086
Kittilä Airport,Kittila,KTT,67.7009964,24.84679985
Kuopio Airport,Kuopio,KUO,63.00709915,27.79780006
Lahti Vesivehmaa Airport,Vesivehmaa,QLF,61.144199,25.693501
Lappeenranta Airport,Lappeenranta,LPP,61.044601,28.144743
Mariehamn Airport,Mariehamn,MHQ,60.12220001,19.89819908
Menkijarvi Airport,Menkijarvi,\N,62.94670105,23.51889992
Mikkeli Airport,Mikkeli,MIK,61.6866,27.201799
Nummela Airport,Nummela,\N,60.33390045,24.29640007
Oulu Airport,Oulu,OUL,64.93009949,25.35460091
Piikajarvi Airport,Piikajarvi,\N,61.24560165,22.19339943
Pori Airport,Pori,POR,61.46170044,21.79999924
Pudasjärvi Airport,Pudasjarvi,\N,65.40219879,26.94689941
Pyhäsalmi Airport,Pyhasalmi,\N,63.73189926,25.92630005
Raahe Pattijoki Airport,Pattijoki,\N,64.68810272,24.69580078
Rantasalmi Airport,Rantasalmi,\N,62.06549835,28.35650063
Rovaniemi Airport,Rovaniemi,RVN,66.56479645,25.83040047
Rayskala Airport,Rayskala,\N,60.74470139,24.10779953
Savonlinna Airport,Savonlinna,SVL,61.94309998,28.94510078
Selanpaa Airport,Selanpaa,\N,61.06240082,26.7989006
Sodankyla Airport,Sodankyla,SOT,67.39499664,26.61910057
Tampere-Pirkkala Airport,Tampere,TMP,61.41410065,23.60440063
Teisko Airport,Teisko,\N,61.7733,24.027
Turku Airport,Turku,TKU,60.51409912,22.26280022
Utti Air Base,Utti,UTI,60.89640045,26.93840027
Vaasa Airport,Vaasa,VAA,63.05070114,21.7621994
Varkaus Airport,Varkaus,VRK,62.17110062,27.86860085
Ylivieska Airfield,Ylivieska-raudaskyla,YLI,64.0547222,24.7252778
Belfast International Airport,Belfast,BFS,54.65750122,-6.215829849
St Angelo Airport,Enniskillen,ENK,54.39889908,-7.651669979
George Best Belfast City Airport,Belfast,BHD,54.61809921,-5.872499943
City of Derry Airport,Londonderry,LDY,55.0428009,-7.161109924
Birmingham International Airport,Birmingham,BHX,52.45389938,-1.748029947
Coventry Airport,Coventry,CVT,52.36970139,-1.479719996
Leicester Airport,Leicester,\N,52.60779953,-1.031939983
Gloucestershire Airport,Golouchestershire,GLO,51.89419937,-2.167220116
Wolverhampton Halfpenny Green Airport,Halfpenny Green,\N,52.51750183,-2.259439945
Cotswold Airport,Pailton,GBA,51.668095,-2.05694
Turweston Airport,Turweston,\N,52.04079819,-1.095559955
Wellesbourne Mountford Airport,Wellesbourne,\N,52.19219971,-1.614439964
Manchester Airport,Manchester,MAN,53.35369873,-2.274950027
Manchester Woodford Airport,Woodfort,\N,53.3381,-2.14889
Royal Marines Base Chivenor Airport,Chivenor,\N,51.08720016,-4.15034008
Newquay Cornwall Airport,Newquai,NQY,50.44060135,-4.995409966
RAF Lyneham,Lyneham,LYE,51.5051,-1.99343
MoD Boscombe Down Airport,Boscombe Down,\N,51.15219879,-1.747410059
RNAS Culdrose,Culdrose,\N,50.08610153,-5.255710125
MoD St. Athan,St. Athan,\N,51.4048,-3.43575
RNAS Yeovilton,Yeovilton,YEO,51.00939941,-2.638819933
Haverfordwest Airport,Haverfordwest,HAW,51.83309937,-4.961110115
Cardiff International Airport,Cardiff,CWL,51.39670181,-3.343329906
Swansea Airport,Swansea,SWS,51.6053009,-4.067830086
Bristol Airport,Bristol,BRS,51.382702,-2.71909
Liverpool John Lennon Airport,Liverpool,LPL,53.33359909,-2.849720001
London Luton Airport,London,LTN,51.87469864,-0.368333012
Plymouth City Airport,Plymouth,PLH,50.422798,-4.10583
Bournemouth Airport,Bournemouth,BOH,50.77999878,-1.842499971
Southampton Airport,Southampton,SOU,50.95029831,-1.35679996
Lasham Airport,Lasham,QLA,51.18719864,-1.033499956
Alderney Airport,Alderney,ACI,49.706104,-2.21472
Guernsey Airport,Guernsey,GCI,49.43500137,-2.601969957
Jersey Airport,Jersey,JER,49.207901,-2.195509911
Shoreham Airport,Shoreham By Sea,ESH,50.835602,-0.297222
London Biggin Hill Airport,Biggin Hill,BQH,51.3307991,0.032499999
London Gatwick Airport,London,LGW,51.148102,-0.190278
London City Airport,London,LCY,51.505299,0.055278
Farnborough Airport,Farnborough,FAB,51.2757988,-0.776332974
Chalgrove Airport,Chalsgrove,\N,51.67610168,-1.080829978
Blackbushe Airport,Blackbushe,BBS,51.32389832,-0.847500026
London Heathrow Airport,London,LHR,51.4706,-0.461941
Southend Airport,Southend,SEN,51.57139969,0.695555985
Lydd Airport,Lydd,LYX,50.95610046,0.939167023
Kent International Airport,Manston,MSE,51.342201,1.34611
Brough Airport,Brough,\N,53.7197,-0.566333
Carlisle Airport,Carlisle,CAX,54.9375,-2.809170008
Retford Gamston Airport,Repton,\N,53.2806015,-0.951389015
Blackpool International Airport,Blackpool,BLK,53.77170181,-3.028609991
Humberside Airport,Humberside,HUY,53.57440186,-0.350832999
Barrow Walney Island Airport,Barrow Island,BWF,54.1286111,-3.2675
Leeds Bradford Airport,Leeds,LBA,53.86589813,-1.660570025
Warton Airport,Warton,WRT,53.745098,-2.88306
Hawarden Airport,Hawarden,CEG,53.17810059,-2.977780104
Isle of Man Airport,Isle Of Man,IOM,54.08330154,-4.623889923
Newcastle Airport,Newcastle,NCL,55.03749847,-1.691669941
Durham Tees Valley Airport,Teesside,MME,54.50920105,-1.429409981
East Midlands Airport,East Midlands,EMA,52.83110046,-1.328060031
Llanbedr Airport,Llanbedr,\N,52.81169891,-4.123579979
RAF Ternhill,Ternhill,\N,52.87120056,-2.533560038
RAF Shawbury,Shawbury,\N,52.7981987,-2.668040037
RAF Woodvale,Woodvale,\N,53.5816,-3.05552
Kirkwall Airport,Kirkwall,KOI,58.95780182,-2.904999971
Sumburgh Airport,Sumburgh,LSI,59.87889862,-1.295560002
Wick Airport,Wick,WIC,58.45890045,-3.093060017
Aberdeen Dyce Airport,Aberdeen,ABZ,57.20190048,-2.197779894
Inverness Airport,Inverness,INV,57.54249954,-4.047500134
Glasgow International Airport,Glasgow,GLA,55.87189865,-4.433060169
Edinburgh Airport,Edinburgh,EDI,55.95000076,-3.372499943
Islay Airport,Islay,ILY,55.68190002,-6.256669998
Glasgow Prestwick Airport,Prestwick,PIK,55.50939941,-4.586669922
Benbecula Airport,Benbecula,BEB,57.48109818,-7.362780094
Scatsta Airport,Scatsta,SCS,60.43280029,-1.296110034
Dundee Airport,Dundee,DND,56.45249939,-3.02583003
Stornoway Airport,Stornoway,SYY,58.21559906,-6.331110001
Tiree Airport,Tiree,TRE,56.49919891,-6.869170189
RAF Leuchars,Leuchars,ADX,56.3728981,-2.868439913
RAF Lossiemouth,Lossiemouth,LMO,57.7052002,-3.339169979
Cambridge Airport,Cambridge,CBG,52.205002,0.175
Peterborough Business Airport,Peterborough,\N,52.4681015,-0.251111001
Norwich International Airport,Norwich,NWI,52.67580032,1.282780051
London Stansted Airport,London,STN,51.88499832,0.234999999
North Weald Airport,North Weald,\N,51.72169876,0.154166996
Sheffield City Heliport,Fowlmere,\N,53.394299,-1.38849
Cranfield Airport,Cranfield,\N,52.07220078,-0.616666973
Exeter International Airport,Exeter,EXT,50.7344017,-3.413889885
Bristol Filton Airport,Bristol,FZO,51.51940155,-2.590830088
Oxford (Kidlington) Airport,Oxford,OXF,51.8368988,-1.320000052
RAF Benson,Benson,BEX,51.61640167,-1.095829964
RAF Lakenheath,Lakenheath,LKZ,52.40930176,0.56099999
RAF Mildenhall,Mildenhall,MHZ,52.36190033,0.486405998
RAF Wattisham,Wattisham,\N,52.12730026,0.956264019
RAF Wyton,Wyton,QUY,52.35720062,-0.107832998
RAF Fairford,Fairford,FFD,51.68220139,-1.790030003
RAF Brize Norton,Brize Norton,BZZ,51.75,-1.58362
RAF Odiham,Odiham,ODH,51.23410034,-0.942825019
DCAE Cosford Air Base,Cosford,\N,52.639999,-2.30558
RAF Northolt,Northolt,NHT,51.5530014,-0.418166995
RAF Coningsby,Coningsby,QCY,53.0929985,-0.166014001
RAF Dishforth,Dishforth,\N,54.1371994,-1.420250058
Leeming Airport,Leeming,\N,54.2924,-1.5354
Leeds East Airport,Church Fenton,\N,53.834301,-1.1955
RAF Honington,Honington,BEQ,52.34260178,0.772939026
RAF Cottesmore,Cottesmore,\N,52.735699,-0.648769
RAF Scampton,Scampton,SQZ,53.30780029,-0.550832987
RAF Wittering,Wittering,\N,52.612598,-0.476453
RAF Linton-On-Ouse,Linton-on-ouse,HRT,54.0489006,-1.252750039
RAF Waddington,Waddington,WTN,53.16619873,-0.523810983
RAF Topcliffe,Topcliffe,\N,54.20550156,-1.382089973
RAF Cranwell,Cranwell,\N,53.03030014,-0.483242005
RAF Barkston Heath,Barkston Heath,\N,52.96220016,-0.561625004
RAF Marham,Marham,KNF,52.648395,0.550692
Mount Pleasant Airport,Mount Pleasant,MPN,-51.82279968,-58.44720078
Amsterdam Airport Schiphol,Amsterdam,AMS,52.308601,4.76389
Budel Airfield Kempen,Weert,\N,51.255299,5.60139
Maastricht Aachen Airport,Maastricht,MST,50.911701,5.77014
Deelen Air Base,Deelen,\N,52.0606,5.87306
Drachten Airport,Drachten,\N,53.11920166,6.129720211
Eindhoven Airport,Eindhoven,EIN,51.45009995,5.374529839
Eelde Airport,Groningen,GRQ,53.11970139,6.579440117
Gilze Rijen Air Base,Gilze-rijen,GLZ,51.56740189,4.931829929
De Kooy Airport,De Kooy,DHR,52.92340088,4.780620098
Lelystad Airport,Lelystad,LEY,52.4603,5.52722
Leeuwarden Air Base,Leeuwarden,LWR,53.22859955,5.760560036
Rotterdam The Hague Airport,Rotterdam,RTM,51.956902,4.43722
Soesterberg Air Base,Soesterberg,UTC,52.12730026,5.276189804
Twente Airport,Enschede,ENS,52.275833,6.889167
Valkenburg Naval Air Base,Valkenburg,LID,52.16609955,4.41794014
Woensdrecht Air Base,Woensdrecht,WOE,51.4491,4.34203
Cork Airport,Cork,ORK,51.84130096,-8.491109848
Galway Airport,Galway,GWY,53.30020142,-8.941590309
Dublin Airport,Dublin,DUB,53.421299,-6.27007
Ireland West Knock Airport,Connaught,NOC,53.91030121,-8.818490028
Kerry Airport,Kerry,KIR,52.18090057,-9.523779869
Casement Air Base,Casement,\N,53.30170059,-6.451330185
Shannon Airport,Shannon,SNN,52.702,-8.92482
Sligo Airport,Sligo,SXL,54.28020096,-8.599209785
Waterford Airport,Waterford,WAT,52.18719864,-7.086959839
Aarhus Airport,Aarhus,AAR,56.29999924,10.61900043
Billund Airport,Billund,BLL,55.74029922,9.151780128
Copenhagen Kastrup Airport,Copenhagen,CPH,55.61790085,12.65600014
Esbjerg Airport,Esbjerg,EBJ,55.525902,8.5534
Grønholt Hillerød Airport,Gronholt,\N,55.94139862,12.38220024
Karup Airport,Karup,KRP,56.29750061,9.124629974
Læsø Airport,Laeso,BYR,57.27719879,11.00010014
Lolland Falster Maribo Airport,Maribo,MRW,54.699299,11.4401
Odense Airport,Odense,ODE,55.47669983,10.33090019
Kruså-Padborg Airport,Krusa-padborg,\N,54.87030029,9.279009819
Copenhagen Roskilde Airport,Copenhagen,RKE,55.58560181,12.13140011
Bornholm Airport,Ronne,RNN,55.06330109,14.75959969
Sønderborg Airport,Soenderborg,SGD,54.96440125,9.791729927
Skrydstrup Air Base,Skrydstrup,SKS,55.221048,9.26702
Skive Airport,Skive,SQW,56.55020142,9.172980309
Thisted Airport,Thisted,TED,57.06880188,8.705220222
Kolding Vamdrup Airfield,Kolding,\N,55.436298,9.33092
Vagar Airport,Vagar,FAE,62.06359863,-7.277219772
Vesthimmerlands Flyveplads,Vesthimmerland,\N,56.846901,9.45861
Stauning Airport,Stauning,STA,55.99010086,8.353910446
Aalborg Airport,Aalborg,AAL,57.09275891,9.849243164
Luxembourg-Findel International Airport,Luxemburg,LUX,49.6233333,6.2044444
Ålesund Airport,Alesund,AES,62.5625,6.119699955
Andøya Airport,Andoya,ANX,69.29250336,16.14419937
Alta Airport,Alta,ALF,69.97609711,23.37170029
Bømoen Airport,Voss,\N,60.63890076,6.50150013
Brønnøysund Airport,Bronnoysund,BNN,65.46109772,12.21749973
Bodø Airport,Bodo,BOO,67.26920319,14.36530018
Bergen Airport Flesland,Bergen,BGO,60.29339981,5.218140125
Båtsfjord Airport,Batsfjord,BJF,70.60050201,29.69140053
Kristiansand Airport,Kristiansand,KRS,58.204201,8.08537
Geilo Airport Dagali,Geilo,DLD,60.41730118,8.518349648
Bardufoss Airport,Bardufoss,BDU,69.05580139,18.54039955
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,EVE,68.49130249,16.67810059
Leirin Airport,Fagernes,VDB,61.0155983,9.288060188
Florø Airport,Floro,FRO,61.58359909,5.024720192
Oslo Lufthavn,Oslo,OSL,60.121,11.0502
Haugesund Airport,Haugesund,HAU,59.34529877,5.208360195
Hasvik Airport,Hasvik,HAA,70.48670197,22.13969994
Kristiansund Airport (Kvernberget),Kristiansund,KSU,63.11180115,7.824520111
Kjeller Airport,Kjeller,\N,59.96929932,11.03610039
Kirkenes Airport (Høybuktmoen),Kirkenes,KKN,69.72579956,29.8913002
Lista Airport,Farsund,FAN,58.09949875,6.626049995
Molde Airport,Molde,MOL,62.74470139,7.262499809
Mosjøen Airport (Kjærstad),Mosjoen,MJF,65.78399658,13.21490002
Banak Airport,Lakselv,LKL,70.06880188,24.9734993
Notodden Airport,Notodden,NTB,59.565701,9.21222
Ørland Airport,Orland,OLA,63.69889832,9.604000092
Røros Airport,Roros,RRS,62.57839966,11.34230042
"Moss Airport, Rygge",Rygge,RYG,59.378817,10.785439
"Svalbard Airport, Longyear",Svalbard,LYR,78.24610138,15.46560001
Skien Airport,Skien,SKE,59.18500137,9.566940308
Stord Airport,Stord,SRP,59.79190063,5.340849876
Sandnessjøen Airport (Stokka),Sandnessjoen,SSJ,65.95680237,12.46889973
"Tromsø Airport,",Tromso,TOS,69.6832962,18.91889954
"Sandefjord Airport, Torp",Sandefjord,TRF,59.18669891,10.25860024
Trondheim Airport Værnes,Trondheim,TRD,63.4578018,10.9239998
Stavanger Airport Sola,Stavanger,SVG,58.87670135,5.63778019
Babice Airport,Warsaw,\N,52.26850128,20.9109993
Gdańsk Lech Wałęsa Airport,Gdansk,GDN,54.37760162,18.46619987
Kraków John Paul II International Airport,Krakow,KRK,50.077702,19.7848
Muchowiec Airport,Katowice,\N,50.23809814,19.03420067
Katowice International Airport,Katowice,KTW,50.4743,19.08
Mielec Airport,Mielec,\N,50.32229996,21.46209908
Poznań-Ławica Airport,Poznan,POZ,52.42100143,16.82629967
Rzeszów-Jasionka Airport,Rzeszow,RZE,50.11000061,22.0189991
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,SZZ,53.58470154,14.90219975
Redzikowo Air Base,Slupsk,OSP,54.47890091,17.10750008
Swidwin Military Air Base,Shapaja,\N,53.79059982,15.82629967
Warsaw Chopin Airport,Warsaw,WAW,52.16569901,20.96710014
Copernicus Wrocław Airport,Wroclaw,WRO,51.10269928,16.88579941
Zielona Góra-Babimost Airport,Zielona Gora,IEG,52.13850021,15.7986002
Malmen Air Base,Linkoeping,\N,58.40230179,15.52569962
Bråvalla Air Base,Norrkoeping,\N,58.61090088,16.10359955
Uppsala Airport,Uppsala,\N,59.89730072,17.58860016
Ronneby Airport,Ronneby,RNB,56.26670074,15.26500034
Råda Air Base,Rada,\N,58.49810028,13.05319977
Gothenburg-Landvetter Airport,Gothenborg,GOT,57.66279984,12.27980042
Jönköping Airport,Joenkoeping,JKG,57.75759888,14.06869984
Falköping Airport,Falkoping,\N,58.1697998,13.58780003
Lidköping-Hovby Airport,Lidkoping,LDK,58.4655,13.1744
Gothenburg City Airport,Gothenborg,GSE,57.7747,11.8704
Skövde Airport,Skovde,KVB,58.45640182,13.97270012
Trollhättan-Vänersborg Airport,Trollhattan,THN,58.31809998,12.34500027
Karlsborg Air Base,Karlsborg,\N,58.51380157,14.50710011
Såtenäs Air Base,Satenas,\N,58.42639923,12.71440029
Barkarby Airport,Stockholm,\N,59.41447436,17.8821373
Karlskoga Airport,Karlskoga,KSK,59.34590149,14.49590015
Mora Airport,Mora,MXX,60.957901,14.5114
Stockholm Skavsta Airport,Stockholm,NYO,58.78860092,16.91220093
Arvika Airport,Arvika,\N,59.6759,12.6394
Emmaboda Airfield,Emmaboda,\N,56.610802,15.6048
Feringe Airport,Ljungby,\N,56.95029831,13.92169952
Kristianstad Airport,Kristianstad,KID,55.92169952,14.08549976
Landskrona Airport,Landskrona,\N,55.94599915,12.86999989
Oskarshamn Airport,Oskarshamn,OSK,57.350498,16.497999
Anderstorp Airport,Anderstorp,\N,57.2641983,13.59939957
Kalmar Airport,Kalkmar,KLR,56.6855011,16.28759956
Malmö Sturup Airport,Malmoe,MMX,55.53630536,13.37619781
Halmstad Airport,Halmstad,HAD,56.69110107,12.82019997
Hagshult Air Base,Hagshult,\N,57.292198,14.1372
Växjö Kronoberg Airport,Vaxjo,VXO,56.92910004,14.72799969
Hallviken Airport,Hallviken,\N,63.73830032,15.45829964
Hedlanda Airport,Hede,\N,62.40890121,13.74720001
Sveg Airport,Sveg,EVG,62.04779816,14.4229002
Gällivare Airport,Gallivare,GEV,67.13240051,20.81459999
Hudiksvall Airport,Hudiksvall,HUV,61.76810074,17.08069992
Jokkmokk Airport,Jokkmokk,\N,66.49620056,20.14719963
Kramfors Sollefteå Airport,Kramfors,KRF,63.04859924,17.76889992
Lycksele Airport,Lycksele,LYC,64.5483017,18.71619987
Optand Airport,Optand,\N,63.12860107,14.80280018
Sundsvall-Härnösand Airport,Sundsvall,SDL,62.52809906,17.44389915
Örnsköldsvik Airport,Ornskoldsvik,OER,63.40829849,18.98999977
Piteå Airport,Pitea,\N,65.39830017,21.26079941
Kiruna Airport,Kiruna,KRN,67.8219986,20.33679962
Orsa Airport,Orsa,\N,61.18999863,14.71259975
Skellefteå Airport,Skelleftea,SFT,64.62480164,21.07690048
Sättna Airport,Sattna,\N,62.4814,17.002899
Umeå Airport,Umea,UME,63.79180145,20.28280067
Vilhelmina Airport,Vilhelmina,VHM,64.57910156,16.83359909
Arvidsjaur Airport,Arvidsjaur,AJR,65.59030151,19.28190041
Örebro Airport,Orebro,ORB,59.22370148,15.03800011
Stockholm Västerås Airport,Vasteras,VST,59.58940125,16.63360023
Luleå Airport,Lulea,LLA,65.54380035,22.12199974
Vidsel Air Base,Vidsel,\N,65.87529755,20.14990044
Arboga Airport,Arboga,\N,59.38660049,15.92409992
Stockholm-Arlanda Airport,Stockholm,ARN,59.65190125,17.91860008
Stockholm-Bromma Airport,Stockholm,BMA,59.35440063,17.94169998
Borlange Airport,Borlange,BLE,60.42200089,15.51519966
Hultsfred Airport,Hultsfred,HLF,57.525799,15.8233
Gävle Sandviken Airport,Gavle,GVX,60.59329987,16.95140076
Linköping City Airport,Linkoeping,LPI,58.40620041,15.68050003
Norrköping Airport,Norrkoeping,NRK,58.5862999,16.25060081
Eskilstuna Airport,Eskilstuna,EKT,59.35110092,16.70840073
Visby Airport,Visby,VBY,57.66279984,18.34620094
Kalixfors Airport,Kalixfors,\N,67.76480103,20.25720024
Spangdahlem Air Base,Spangdahlem,SPM,49.97269821,6.692500114
Ramstein Air Base,Ramstein,RMS,49.43690109,7.600279808
[Duplicate] Giebelstadt Army Air Field,Giebelstadt,GHF,49.64810181,9.966489792
Bückeburg Air Base,Brueckeburg,\N,52.2785,9.08217
Celle Airport,Celle,ZCN,52.59120178,10.02210045
Rheine Bentlage Air Base,Rheine-brentlange,\N,52.291199,7.387
Fritzlar Airport,Fritzlar,FRZ,51.1146,9.286
Laupheim Air Base,Laupheim,\N,48.220299,9.91002
Mendig Airfield,Mendig,\N,50.366001,7.31533
Niederstetten Army Air Base,Niederstetten,\N,49.391945,9.958889
Roth Airport,Roth,\N,49.21749878,11.1001997
Fassberg Air Base,Fassberg,\N,52.919399,10.185827
Grafenwohr Army Air Field,Grafenwoehr,\N,49.69869995,11.94019985
Hanau Army Air Field,Hanau,ZNF,50.169201,8.96159
Hohenfels Army Air Field,Hohenfels,\N,49.2181015,11.83609962
Flugplatz Kitzingen,Kitzingen,KZG,49.743099,10.2006
Nordholz Naval Airbase,Nordholz,FCN,53.7677002,8.658499718
Diepholz Air Base,Diepholz,\N,52.585556,8.342222
Geilenkirchen Air Base,Geilenkirchen,GKE,50.9608,6.04242
Hohn Air Base,Hohn,\N,54.312199,9.53817
Jever Air Base,Jever,\N,53.533501,7.88867
Rostock-Laage Airport,Laage,RLG,53.91820145,12.27830029
Nörvenich Air Base,Noervenich,\N,50.8312,6.65817
Schleswig Air Base,Schleswig,WBG,54.459301,9.51633
Wittmundhafen Airport,Wittmundhafen,\N,53.54779816,7.667329788
Wunstorf Air Base,Wunstorf,\N,52.457298,9.42717
Vilseck Army Air Field,Vilseck,\N,49.63359833,11.76720047
Coleman Army Air Field,Coleman,\N,49.56359863,8.46339035
Wiesbaden Army Airfield,Wiesbaden,WIE,50.04980087,8.325400352
Landsberg Lech Air Base,Landsberg,\N,48.070599,10.906
Büchel Air Base,Buechel,\N,50.17380142,7.063330173
Erding Airport,Erding,\N,48.32229996,11.94869995
Fürstenfeldbruck Air Base,Fuerstenfeldbruck,FEL,48.205555,11.266944
Holzdorf Air Base,Holzdorf,\N,51.767799,13.1677
Ingolstadt Manching Airport,Ingolstadt,IGS,48.71569824,11.5340004
Lechfeld Air Base,Lechfeld,\N,48.185504,10.8612
Neuburg AFB,Neuburg,\N,48.710999,11.2115
Gütersloh Air Base,Guetersloh,GUT,51.922798,8.30633
Alexander Bay Airport,Alexander Bay,ALJ,-28.575001,16.5333
Aggeneys Airport,Aggeneys,AGZ,-29.28179932,18.81389999
Brakpan Airport,Brakpan,\N,-26.23859978,28.30179977
Bisho Airport,Bisho,BIY,-32.89709854,27.27910042
Bram Fischer International Airport,Bloemfontein,BFN,-29.09269905,26.30240059
Bethlehem Airport,Bethlehem,\N,-28.24839973,28.33609962
Hendrik Potgieter Airport,Bothaville,\N,-27.36680031,26.62919998
Cape Town International Airport,Cape Town,CPT,-33.96480179,18.60169983
